tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-560,US Open,Hard,128,G,20180827,226,104925,6,,Novak Djokovic,R,188,SRB,31.2,105223,3,,Juan Martin del Potro,R,198,ARG,29.9,6-3 7-6(4) 6-3,5,F,196,1,2,118,74,50,26,17,4,6,6,1,89,57,38,16,14,3,7,6,4445,3,5500
2004-560,US Open,Hard,128,G,20040830,127,103819,1,,Roger Federer,R,185,SUI,23,103720,4,,Lleyton Hewitt,R,180,AUS,23.5,6-0 7-6(3) 6-0,5,F,109,11,1,89,49,38,22,12,5,6,1,4,75,41,23,12,12,6,13,1,5910,5,2605
2012-560,US Open,Hard,128,G,20120827,127,104918,3,,Andy Murray,R,190,GBR,25.2,104925,2,,Novak Djokovic,R,188,SRB,25.2,7-6(10) 7-5 2-6 3-6 6-2,5,F,294,5,4,150,99,62,24,25,9,18,7,5,165,103,65,26,24,8,15,4,7290,2,11270
2010-560,US Open,Hard,128,G,20100830,127,104745,1,,Rafael Nadal,L,185,ESP,24.2,104925,3,,Novak Djokovic,R,188,SRB,23.2,6-4 5-7 6-4 6-2,5,F,223,8,2,112,75,55,21,20,1,4,5,4,143,94,61,22,20,20,25,1,10745,3,6665
2017-560,US Open,Hard,128,G,20170828,226,104745,1,,Rafael Nadal,L,185,ESP,31.2,104731,28,,Kevin Anderson,R,203,RSA,31.2,6-3 6-3 6-4,5,F,147,1,1,72,45,38,19,14,0,0,10,4,108,64,47,16,14,5,9,1,7645,32,1360
2011-560,US Open,Hard,128,G,20110829,127,104925,1,,Novak Djokovic,R,188,SRB,24.2,104745,2,,Rafael Nadal,L,185,ESP,25.2,6-2 6-4 6-7(3) 6-1,5,F,250,7,1,127,84,55,19,19,8,14,2,3,141,96,50,19,18,15,27,1,13920,2,11420
2003-560,US Open,Hard,128,G,20030825,127,104053,4,,Andy Roddick,R,188,USA,20.9,103507,3,,Juan Carlos Ferrero,R,183,ESP,23.5,6-3 7-6(2) 6-3,5,F,101,23,2,87,55,49,19,16,3,3,7,1,90,57,42,15,14,3,5,4,3415,3,3625
2015-560,US Open,Hard,128,G,20150831,127,104925,1,,Novak Djokovic,R,188,SRB,28.2,103819,2,,Roger Federer,R,185,SUI,34,6-4 5-7 6-4 6-4,5,F,200,3,5,155,96,63,32,21,19,23,11,5,137,87,62,23,21,7,13,1,14865,2,9065
2008-560,US Open,Hard,128,G,20080825,127,103819,2,,Roger Federer,R,185,SUI,27,104918,6,,Andy Murray,R,190,GBR,21.2,6-2 7-5 6-2,5,F,111,3,0,81,47,37,16,14,3,5,3,3,81,45,23,17,14,3,10,2,5930,6,2415
2013-560,US Open,Hard,128,G,20130826,127,104745,2,,Rafael Nadal,L,185,ESP,27.2,104925,1,,Novak Djokovic,R,188,SRB,26.2,6-2 3-6 6-4 6-1,5,F,201,1,1,121,78,51,24,17,8,11,6,2,102,69,40,16,17,5,11,2,8860,1,10980
2014-560,US Open,Hard,128,G,20140825,127,105227,14,,Marin Cilic,R,198,CRO,25.9,105453,10,,Kei Nishikori,R,178,JPN,24.6,6-3 6-3 6-3,5,F,114,18,3,86,45,36,25,14,8,9,2,1,75,39,22,21,13,6,11,16,1845,11,2680
2016-560,US Open,Hard,128,G,20160829,226,104527,3,,Stan Wawrinka,R,183,SUI,31.4,104925,1,,Novak Djokovic,R,188,SRB,29.2,6-7(1) 6-4 7-5 6-3,5,F,234,9,3,164,92,65,37,22,14,17,6,7,123,63,49,32,21,4,10,3,4980,1,14840
2000-560,US Open,Hard,128,G,20000828,127,103498,6,,Marat Safin,R,193,RUS,20.5,101948,4,,Pete Sampras,R,185,USA,29,6-4 6-3 6-3,5,F,98,12,2,82,40,34,26,14,2,2,8,4,79,50,38,12,14,5,9,7,2442,4,3039
2006-560,US Open,Hard,128,G,20060828,127,103819,1,,Roger Federer,R,185,SUI,25,104053,9,,Andy Roddick,R,188,USA,23.9,6-2 4-6 7-5 6-1,5,F,145,17,0,103,63,53,20,19,6,8,7,1,122,80,53,16,18,10,16,1,7295,10,1890
1999-560,US Open,Hard,128,G,19990830,127,101736,2,,Andre Agassi,R,180,USA,29.3,101774,7,,Todd Martin,R,198,USA,29.1,6-4 6-7(5) 6-7(2) 6-3 6-2,5,F,203,6,4,160,102,76,38,25,8,8,23,8,152,90,64,37,26,5,10,2,3650,7,2327
2005-560,US Open,Hard,128,G,20050829,127,103819,1,,Roger Federer,R,185,SUI,24,101736,7,,Andre Agassi,R,180,USA,35.3,6-3 2-6 7-6(1) 6-1,5,F,139,19,0,107,81,60,15,19,3,6,6,4,131,78,45,29,17,14,18,1,6975,7,2190
1998-560,US Open,Hard,128,G,19980831,127,102158,3,,Patrick Rafter,R,185,AUS,25.6,102882,,,Mark Philippoussis,R,196,AUS,21.8,6-3 3-6 6-2 6-0,5,F,,7,1,94,68,56,15,16,2,3,5,13,135,70,45,23,16,14,20,3,3577,22,1468
2019-560,US Open,Hard,128,G,20190826,226,104745,2,,Rafael Nadal,L,185,ESP,33.2,106421,5,,Daniil Medvedev,R,198,RUS,23.5,7-5 6-3 5-7 4-6 6-4,5,F,290,5,5,159,93,72,34,27,10,15,14,4,182,117,76,35,26,15,21,2,7945,5,4125
2007-560,US Open,Hard,128,G,20070827,127,103819,1,,Roger Federer,R,185,SUI,26,104925,3,,Novak Djokovic,R,188,SRB,20.2,7-6(4) 7-6(2) 6-4,5,F,144,11,4,106,66,52,25,17,7,9,5,7,116,64,45,29,17,2,5,1,7605,3,3670
2022-560,US Open,Hard,128,G,20220829,226,207989,3,,Carlos Alcaraz,R,185,ESP,19.3,134770,5,,Casper Ruud,R,183,NOR,23.6,6-4 2-6 7-6(1) 6-3,5,F,200,14,3,132,85,63,24,20,7,10,4,2,117,71,47,30,20,8,11,4,5100,7,4695
2020-560,US Open,Hard,128,G,20200831,226,106233,2,,Dominic Thiem,R,185,AUT,26.9,100644,5,,Alexander Zverev,R,198,GER,23.3,2-6 4-6 6-4 6-3 7-6(6),5,F,242,8,8,165,103,70,30,26,10,18,15,15,157,101,71,23,24,6,13,3,7135,7,3630
2024-560,US Open,Hard,128,G,20240826,226,206173,1,,Jannik Sinner,R,191,ITA,23,126203,12,,Taylor Fritz,R,196,USA,26.8,6-3 6-4 7-5,5,F,136,6,5,85,43,38,20,15,5,7,10,4,90,53,36,16,16,6,12,1,9360,12,3120
2023-560,US Open,Hard,128,G,20230828,226,104925,2,,Novak Djokovic,R,188,SRB,36.2,106421,3,,Daniil Medvedev,R,198,RUS,27.5,6-3 7-6(5) 6-3,5,F,197,4,6,109,59,48,27,16,2,3,6,6,106,69,49,14,15,3,6,2,9795,3,6260
2021-560,US Open,Hard,128,G,20210830,226,106421,2,,Daniil Medvedev,R,198,RUS,25.5,104925,1,,Novak Djokovic,R,188,SRB,34.2,6-4 6-4 6-4,5,F,136,16,9,90,52,42,22,15,5,6,6,3,92,50,40,17,15,4,8,2,9980,1,11113
2006-573,Valencia,Clay,32,A,20060410,31,104597,,Q,Nicolas Almagro,R,183,ESP,20.6,104468,,,Gilles Simon,R,183,FRA,21.2,6-2 6-3,3,F,79,7,0,66,43,32,12,8,6,6,2,1,64,25,14,18,9,6,10,77,497,86,455
2009-573,Valencia,Hard,32,A,20091102,31,104918,1,,Andy Murray,R,190,GBR,22.4,104022,,,Mikhail Youzhny,R,183,RUS,27.3,6-3 6-2,3,F,68,8,1,49,29,26,9,9,2,3,0,0,43,30,19,3,8,1,5,4,6640,23,1430
2004-573,Valencia,Clay,32,A,20040412,31,104269,,,Fernando Verdasco,L,188,ESP,20.4,103656,,,Albert Montanes,R,175,ESP,23.3,7-6(5) 6-3,3,F,96,3,3,76,55,38,13,11,4,6,3,1,67,48,33,8,10,3,6,73,507,110,374
2005-573,Valencia,Clay,32,A,20050404,31,104214,7,,Igor Andreev,R,185,RUS,21.7,103970,5,,David Ferrer,R,175,ESP,23,6-3 5-7 6-3,3,F,129,1,1,89,56,34,16,15,5,11,1,5,99,64,35,15,15,5,13,47,809,32,1045
2007-573,Valencia,Clay,32,A,20070409,31,104597,3,,Nicolas Almagro,R,183,ESP,21.6,103808,,,Potito Starace,R,188,ITA,25.7,4-6 6-2 6-1,3,F,97,8,1,66,48,37,10,13,1,3,0,1,80,58,31,13,12,5,10,31,940,89,475
2008-573,Valencia,Clay,32,A,20080414,31,103970,1,,David Ferrer,R,175,ESP,26,104597,5,,Nicolas Almagro,R,183,ESP,22.6,4-6 6-2 7-6(2),3,F,125,0,4,92,59,43,16,15,2,5,11,6,90,58,41,13,15,0,4,5,2570,27,1105
2010-573,Valencia,Hard,32,A,20101031,31,103970,4,,David Ferrer,R,175,ESP,28.5,104719,,LL,Marcel Granollers,R,190,ESP,24.5,7-5 6-3,3,F,109,1,2,75,56,43,9,11,3,4,6,3,74,42,28,15,10,4,7,8,3325,67,741
2015-573,Valencia,Hard,28,A,20151026,27,105311,,,Joao Sousa,R,185,POR,26.5,105138,7,,Roberto Bautista Agut,R,183,ESP,27.5,3-6 6-3 6-4,3,F,,1,3,93,57,39,17,14,7,10,3,2,76,53,34,12,14,1,5,46,951,24,1465
2014-573,Valencia,Hard,32,A,20141020,31,104918,3,,Andy Murray,R,190,GBR,27.4,103990,,,Tommy Robredo,R,180,ESP,32.4,3-6 7-6(7) 7-6(8),3,F,200,6,5,108,74,54,17,17,0,4,8,4,135,87,64,20,16,11,13,10,3795,21,1715
2011-573,Valencia,Hard,32,A,20111031,31,104719,,,Marcel Granollers,R,190,ESP,25.5,104338,,WC,Juan Monaco,R,185,ARG,27.5,6-2 4-6 7-6(3),3,F,180,7,1,97,60,43,20,15,6,9,1,1,98,74,48,9,15,6,10,34,1145,41,990
2013-573,Valencia,Hard,32,A,20131021,31,104022,,,Mikhail Youzhny,R,183,RUS,31.3,103970,1,,David Ferrer,R,175,ESP,31.5,6-3 7-5,3,F,84,5,2,62,37,27,13,11,3,5,1,1,59,37,23,11,10,4,8,21,1735,3,6800
2012-573,Valencia,Hard,32,A,20121021,31,103970,1,,David Ferrer,R,175,ESP,30.5,105238,,,Alexandr Dolgopolov,R,180,UKR,23.9,6-1 3-6 6-4,3,F,108,4,1,78,55,39,17,13,4,5,6,4,74,39,33,15,13,3,6,5,5360,21,1680
2003-573,Valencia,Clay,32,A,20030428,31,103507,1,,Juan Carlos Ferrero,R,183,ESP,23.2,103294,,,Christophe Rochus,R,170,BEL,24.3,6-2 6-4,3,F,66,2,2,51,33,26,12,9,0,0,1,1,63,38,23,13,9,4,7,3,3210,134,288
2016-0337,Vienna,Hard,32,A,20161024,300,104918,1,,Andy Murray,R,190,GBR,29.4,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31.5,6-3 7-6(6),3,F,109,5,2,62,37,29,18,11,0,1,5,5,79,41,30,17,10,6,8,2,10485,15,2160
2017-0337,Vienna,Hard,32,A,20171023,300,106298,,,Lucas Pouille,R,185,FRA,23.6,104542,8,,Jo-Wilfried Tsonga,R,188,FRA,32.5,6-1 6-4,3,F,71,3,3,58,36,28,14,9,2,2,3,1,53,34,24,6,8,4,7,25,1780,15,2490
2003-337,Vienna,Hard,32,A,20031006,31,103819,1,,Roger Federer,R,185,SUI,22.1,102845,2,,Carlos Moya,R,190,ESP,27.1,6-3 6-3 6-3,5,F,93,10,2,84,55,46,16,14,0,0,1,7,78,35,26,19,13,3,7,3,3825,7,2640
2002-337,Vienna,Hard,32,A,20021007,31,103819,6,,Roger Federer,R,185,SUI,21.1,102562,5,,Jiri Novak,R,190,CZE,27.5,6-4 6-1 3-6 6-4,5,F,129,12,3,116,68,45,30,18,7,10,2,5,116,71,44,24,18,6,12,13,1925,12,1961
2006-337,Vienna,Hard,32,A,20061009,31,103344,1,,Ivan Ljubicic,R,193,CRO,27.5,103602,5,,Fernando Gonzalez,R,183,CHI,26.1,6-3 6-4 7-5,5,F,135,17,1,83,52,46,21,16,4,4,2,3,120,81,55,15,15,7,10,3,3190,10,1850
2013-337,Vienna,Hard,28,A,20131014,27,103163,2,,Tommy Haas,R,188,GER,35.5,104898,,,Robin Haase,R,190,NED,26.5,6-3 4-6 6-4,3,F,126,8,5,104,63,41,20,15,8,12,10,5,91,58,36,16,14,9,14,12,2265,63,797
2008-337,Vienna,Hard,32,A,20081006,31,104332,,Q,Philipp Petzschner,R,185,GER,24.5,104792,8,,Gael Monfils,R,193,FRA,22,6-4 6-4,3,F,89,3,0,51,29,21,16,10,0,1,6,4,71,44,29,11,10,6,9,125,383,28,1108
2014-337,Vienna,Hard,28,A,20141013,27,104918,2,,Andy Murray,R,190,GBR,27.4,103970,1,,David Ferrer,R,175,ESP,32.5,5-7 6-2 7-5,3,F,161,9,2,106,67,47,16,16,13,18,1,7,108,54,35,22,16,5,12,11,3635,5,4585
2024-0337,Vienna,Hard,32,A,20241021,385,207733,7,,Jack Draper,L,193,GBR,22.8,111575,,,Karen Khachanov,R,198,RUS,28.4,6-4 7-5,3,F,95,6,2,58,40,32,7,11,3,5,6,3,67,45,29,9,11,4,8,18,2310,24,1985
2018-0337,Vienna,Hard,32,A,20181022,300,104731,2,,Kevin Anderson,R,203,RSA,32.4,105453,5,,Kei Nishikori,R,178,JPN,28.8,6-3 7-6(3),3,F,115,13,1,74,43,39,15,11,2,2,2,3,78,47,32,20,10,6,7,8,3730,11,2910
1999-337,Vienna,Hard,32,A,19991011,31,102257,5,,Greg Rusedski,L,193,GBR,26,103017,7,,Nicolas Kiefer,R,183,GER,22.2,6-7(5) 2-6 6-3 7-5 6-4,5,F,221,31,8,154,88,71,33,26,3,7,4,6,183,113,73,38,25,17,22,7,2278,11,2091
2012-337,Vienna,Hard,28,A,20121015,27,105223,1,,Juan Martin del Potro,R,198,ARG,24,104813,,Q,Grega Zemlja,R,183,SLO,26,7-5 6-3,3,F,102,10,2,79,49,40,12,11,4,5,7,1,51,30,21,10,10,2,5,8,3670,70,660
2009-337,Vienna,Hard,32,A,20091026,31,103781,7,,Jurgen Melzer,L,183,AUT,28.4,105227,1,,Marin Cilic,R,198,CRO,21,6-4 6-3,3,F,93,1,1,61,33,24,17,9,5,5,10,3,65,40,31,10,10,5,8,35,1055,13,2355
2015-337,Vienna,Hard,32,A,20151019,31,103970,1,,David Ferrer,R,175,ESP,33.5,105449,,,Steve Johnson,R,188,USA,25.8,4-6 6-4 7-5,3,F,,7,1,92,61,43,18,16,2,5,11,7,112,58,49,19,16,12,16,8,3805,47,940
2007-337,Vienna,Hard,32,A,20071007,31,104925,1,,Novak Djokovic,R,188,SRB,20.3,104527,,,Stan Wawrinka,R,183,SUI,22.5,6-4 6-0,3,F,76,1,0,46,33,26,9,8,1,1,2,2,55,36,24,4,8,4,8,3,4145,41,745
2010-337,Vienna,Hard,28,A,20101025,27,103781,1,,Jurgen Melzer,L,183,AUT,29.4,104890,,LL,Andreas Haider Maurer,R,190,AUT,23.5,6-7(10) 7-6(4) 6-4,3,F,168,13,2,110,74,57,23,17,3,4,17,6,122,75,58,23,17,10,12,12,2650,157,339
2021-0337,Vienna,Hard,32,A,20211025,300,100644,2,,Alexander Zverev,R,198,GER,24.5,126207,,Q,Frances Tiafoe,R,188,USA,23.7,7-5 6-4,3,F,95,19,0,56,46,37,6,11,1,2,4,1,81,53,33,14,11,6,9,4,6680,49,1192
2004-337,Vienna,Hard,32,A,20041011,31,103852,8,,Feliciano Lopez,L,188,ESP,23,103084,6,,Guillermo Canas,R,185,ARG,26.8,6-4 1-6 7-5 3-6 7-5,5,F,215,7,4,151,88,64,29,25,4,10,8,8,145,84,62,35,25,11,16,31,995,26,1199
2020-0337,Vienna,Hard,32,A,20201026,300,126094,5,,Andrey Rublev,R,188,RUS,23,132283,,LL,Lorenzo Sonego,R,191,ITA,25.4,6-4 6-4,3,F,78,6,0,50,30,26,15,10,2,2,7,0,61,38,25,13,10,2,4,8,3429,42,1253
2019-0337,Vienna,Hard,32,A,20191021,300,106233,1,,Dominic Thiem,R,185,AUT,26.1,106043,5,,Diego Schwartzman,R,170,ARG,27.1,3-6 6-4 6-3,3,F,145,9,1,82,51,39,13,14,3,6,0,3,95,68,44,11,14,4,8,5,5085,15,1950
2005-337,Vienna,Hard,32,A,20051010,31,103344,4,,Ivan Ljubicic,R,193,CRO,26.5,103507,7,,Juan Carlos Ferrero,R,183,ESP,25.6,6-2 6-4 7-6(5),5,F,151,21,3,100,67,54,19,15,4,4,3,2,103,68,53,15,15,5,8,13,1530,22,1290
2011-337,Vienna,Hard,28,A,20111024,27,104542,1,,Jo-Wilfried Tsonga,R,188,FRA,26.5,105223,2,,Juan Martin del Potro,R,198,ARG,23,6-7(5) 6-3 6-4,3,F,148,25,5,96,55,45,24,16,3,4,7,2,103,66,46,19,15,4,7,9,2880,15,2030
2001-337,Vienna,Hard,32,A,20011008,31,103163,6,,Tommy Haas,R,188,GER,23.5,103084,,,Guillermo Canas,R,185,ARG,23.8,6-2 7-6(6) 6-4,5,F,140,10,6,106,56,47,23,15,9,12,3,0,102,60,34,25,15,4,10,16,1525,21,1286
1998-337,Vienna,Carpet,32,A,19981012,31,101948,1,,Pete Sampras,R,185,USA,27.1,102344,5,,Karol Kucera,R,188,SVK,24.6,6-3 7-6(3) 6-1,5,F,127,13,4,101,55,44,25,15,4,5,10,6,98,60,41,15,13,10,14,1,4015,7,2646
2023-0337,Vienna,Hard,32,A,20231023,270,206173,2,,Jannik Sinner,R,191,ITA,22.1,106421,1,,Daniil Medvedev,R,198,RUS,27.6,7-6(7) 4-6 6-3,3,F,186,5,0,118,86,55,16,16,9,13,13,8,132,88,57,18,15,12,16,4,5000,3,7355
2022-0337,Vienna,Hard,32,A,20221024,300,106421,1,,Daniil Medvedev,R,198,RUS,26.6,133430,,,Denis Shapovalov,L,185,CAN,23.5,4-6 6-3 6-2,3,F,136,6,3,97,64,46,13,14,6,9,6,6,81,41,32,11,13,6,11,4,5155,19,1925
2000-337,Vienna,Hard,32,A,20001009,31,102450,6,,Tim Henman,R,185,GBR,26,103163,,WC,Tommy Haas,R,188,GER,22.5,6-4 6-4 6-4,5,F,124,10,1,84,56,46,18,15,3,3,5,3,99,51,38,25,15,6,9,10,1722,28,1069
2007-505,Vina del Mar,Clay,32,A,20070129,300,103632,5,,Luis Horna,R,180,PER,27.3,103454,3,,Nicolas Massu,R,183,CHI,28.3,7-5 6-3,3,F,,,,,,,,,,,,,,,,,,,,76,520,70,544
2014-505,Vina del Mar,Clay,28,A,20140203,27,104926,1,,Fabio Fognini,R,178,ITA,26.6,104919,,,Leonardo Mayer,R,188,ARG,26.7,6-2 6-4,3,F,83,5,1,45,34,30,8,9,0,0,0,2,88,58,36,12,9,10,13,15,2100,91,614
2009-505,Vina del Mar,Clay,28,A,20090202,27,103602,1,,Fernando Gonzalez,R,183,CHI,28.5,104076,4,,Jose Acasuso,R,190,ARG,26.2,6-1 6-3,3,F,56,2,0,41,34,27,5,8,0,0,2,3,49,28,16,7,8,4,8,18,2600,46,1446
2008-505,Vina del Mar,Clay,32,A,20080128,31,103602,1,,Fernando Gonzalez,R,183,CHI,27.4,104338,3,,Juan Monaco,R,185,ARG,23.8,W/O,3,F,,,,,,,,,,,,,,,,,,,,24,1380,21,1450
2003-505,Vina del Mar,Clay,32,A,20030210,31,103176,,,David Sanchez,R,183,ESP,24.8,102701,3,,Marcelo Rios,L,175,CHI,27.1,1-6 6-3 6-3,3,F,102,1,2,70,42,32,11,12,4,7,2,2,86,57,31,19,13,6,10,57,672,37,945
2005-505,Vina del Mar,Clay,32,A,20050131,31,103292,1,,Gaston Gaudio,R,175,ARG,26.1,103602,2,,Fernando Gonzalez,R,183,CHI,24.5,6-3 6-4,3,F,98,3,6,80,58,40,8,10,5,6,6,3,60,30,24,10,9,3,6,8,1960,14,1405
2001-505,Vina del Mar,Clay,32,A,20010212,31,103909,,,Guillermo Coria,R,175,ARG,19,103292,3,,Gaston Gaudio,R,175,ARG,22.1,4-6 6-2 7-5,3,F,154,2,3,95,49,27,19,15,6,14,0,2,100,62,30,14,15,10,20,69,585,36,945
2002-505,Vina del Mar,Clay,32,A,20020211,31,103602,,WC,Fernando Gonzalez,R,183,CHI,21.5,102839,1,,Nicolas Lapentti,R,188,ECU,25.4,6-3 6-7(5) 7-6(4),3,F,178,6,7,75,43,30,21,11,3,4,4,4,66,45,37,6,10,2,4,94,435,19,1285
2004-505,Vina del Mar,Clay,32,A,20040209,31,103602,5,,Fernando Gonzalez,R,183,CHI,23.5,102856,2,,Gustavo Kuerten,R,190,BRA,27.4,7-5 6-4,3,F,101,3,2,83,47,35,14,11,7,10,5,7,77,46,29,12,11,3,8,36,995,17,1410
2006-505,Vina del Mar,Clay,32,A,20060130,31,104076,3,,Jose Acasuso,R,190,ARG,23.2,103454,5,,Nicolas Massu,R,183,CHI,26.3,6-4 6-3,3,F,96,4,0,53,27,20,17,9,0,0,3,0,55,38,23,9,10,1,4,46,768,69,570
2008-475,Warsaw,Clay,32,A,20080609,31,103786,1,,Nikolay Davydenko,R,178,RUS,27,103990,2,,Tommy Robredo,R,180,ESP,26.1,6-3 6-3,3,F,95,3,2,68,44,29,13,9,6,7,2,1,60,42,25,7,9,3,7,4,3050,19,1255
2009-418,Washington,Hard,48,A,20090802,47,105223,2,,Juan Martin del Potro,R,198,ARG,20.8,104053,1,,Andy Roddick,R,188,USA,26.9,3-6 7-5 7-6(6),3,F,150,19,6,95,52,40,24,16,0,3,21,4,103,70,51,16,17,2,5,6,5005,5,5470
2019-M035,Washington,Hard,64,A,20190729,300,106401,,,Nick Kyrgios,R,193,AUS,24.2,106421,3,,Daniil Medvedev,R,198,RUS,23.4,7-6(6) 7-6(4),3,F,94,18,0,74,51,43,15,12,0,0,10,2,69,43,38,17,12,0,0,52,975,10,2625
2005-418,Washington,Hard,48,A,20050801,47,104053,1,,Andy Roddick,R,188,USA,22.9,103484,,,James Blake,R,185,USA,25.5,7-5 6-3,3,F,79,18,0,70,48,35,11,11,3,4,6,0,58,35,26,11,10,3,6,5,3200,101,405
2010-418,Washington,Hard,48,A,20100801,47,103900,,WC,David Nalbandian,R,180,ARG,28.5,104571,8,,Marcos Baghdatis,R,183,CYP,25.1,6-2 7-6(4),3,F,120,3,7,93,46,33,21,10,9,11,5,3,75,31,20,19,10,5,9,117,465,25,1580
2004-418,Washington,Hard,32,A,20040816,31,103720,2,,Lleyton Hewitt,R,180,AUS,23.4,104180,,,Gilles Muller,L,193,LUX,21.2,6-3 6-4,3,F,77,8,4,46,26,23,8,9,0,2,4,2,82,48,27,14,10,11,16,8,2255,124,347
2021-0418,Washington,Hard,64,A,20210802,300,206173,5,,Jannik Sinner,R,188,ITA,19.9,111456,,,Mackenzie Mcdonald,R,178,USA,26.2,7-5 4-6 7-5,3,F,172,,,,,,,,,,,,,,,,,,,24,2280,107,770
2011-418,Washington,Hard,48,A,20110731,47,103285,,,Radek Stepanek,R,185,CZE,32.6,104792,1,,Gael Monfils,R,193,FRA,24.9,6-4 6-4,3,F,93,2,2,56,21,19,22,10,0,0,8,4,52,34,26,10,10,0,2,54,883,7,2695
2007-418,Washington,Hard,48,A,20070729,47,104053,1,,Andy Roddick,R,188,USA,24.9,104545,,WC,John Isner,R,206,USA,22.2,6-4 7-6(4),3,F,81,14,1,61,38,34,17,11,1,1,12,2,64,44,35,11,11,2,3,5,3165,416,73
2017-M035,Washington,Hard,64,A,20170731,300,100644,5,,Alexander Zverev,R,198,GER,20.2,104731,15,,Kevin Anderson,R,203,RSA,31.2,6-4 6-4,3,F,69,6,2,49,34,30,10,10,0,0,8,3,57,40,32,7,10,4,6,8,3150,45,960
2012-418,Washington,Hard,32,A,20120730,31,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.7,103163,4,,Tommy Haas,R,188,GER,34.3,6-7(7) 6-4 6-1,3,F,136,11,0,99,52,41,26,15,2,3,9,11,102,66,48,14,14,4,8,25,1460,36,1138
2001-418,Washington,Hard,56,A,20010813,55,104053,9,,Andy Roddick,R,188,USA,18.9,102854,10,,Sjeng Schalken,R,193,NED,24.9,6-2 6-3,3,F,77,9,0,58,35,28,10,9,3,4,3,1,56,36,19,8,8,2,6,30,1152,33,1103
1998-418,Washington,Hard,56,A,19980720,55,101736,2,,Andre Agassi,R,180,USA,28.2,102401,14,,Scott Draper,L,178,AUS,24.1,6-2 6-0,3,F,50,5,0,39,28,21,8,7,1,1,4,0,38,15,9,5,7,5,10,18,1775,71,659
2015-418,Washington,Hard,48,A,20150803,47,105453,2,,Kei Nishikori,R,178,JPN,25.5,104545,8,,John Isner,R,206,USA,30.2,4-6 6-4 6-4,3,F,,5,2,77,46,42,17,15,1,2,18,2,85,62,47,11,15,3,5,5,5525,18,1890
2003-418,Washington,Hard,48,A,20030728,47,102450,10,,Tim Henman,R,185,GBR,28.8,103602,4,,Fernando Gonzalez,R,183,CHI,22.9,6-3 6-4,3,F,97,5,3,63,34,23,18,10,1,2,3,3,84,49,25,21,9,8,11,38,915,14,1510
2024-0418,Washington,Hard,64,A,20240729,300,200624,4,,Sebastian Korda,R,196,USA,24,207925,10,,Flavio Cobolli,R,183,ITA,22.2,4-6 6-2 6-0,3,F,94,7,0,63,41,34,14,12,2,3,6,4,76,42,28,13,12,7,12,22,1795,48,1018
2013-418,Washington,Hard,48,A,20130729,47,105223,1,,Juan Martin del Potro,R,198,ARG,24.8,104545,8,,John Isner,R,206,USA,28.2,3-6 6-1 6-2,3,F,89,2,1,66,44,36,12,12,4,5,6,4,65,43,30,8,12,2,6,7,4500,20,1770
2002-418,Washington,Hard,56,A,20020812,55,103484,6,,James Blake,R,185,USA,22.6,103387,14,,Paradorn Srichaphan,R,185,THA,23.1,1-6 7-6(5) 6-4,3,F,134,5,3,93,47,31,27,14,7,10,13,7,108,55,43,26,15,2,4,32,1020,54,700
2014-418,Washington,Hard,48,A,20140728,47,105683,2,,Milos Raonic,R,196,CAN,23.5,105577,13,,Vasek Pospisil,R,193,CAN,24,6-1 6-4,3,F,68,9,3,41,28,26,7,8,1,1,5,2,55,34,24,6,9,2,6,7,3920,36,1115
2022-0418,Washington,Hard,64,A,20220801,300,106401,,,Nick Kyrgios,R,193,AUS,27.2,106415,,,Yoshihito Nishioka,L,170,JPN,26.8,6-4 6-3,3,F,81,12,4,50,25,22,16,9,1,1,3,1,64,35,25,13,10,2,5,63,710,96,552
1999-418,Washington,Hard,56,A,19990816,55,101736,2,,Andre Agassi,R,180,USA,29.2,102338,1,,Yevgeny Kafelnikov,R,190,RUS,25.4,7-6(3) 6-1,3,F,81,7,1,65,43,33,13,10,4,5,3,4,67,37,26,11,9,4,7,3,3507,2,3551
2016-M035,Washington,Hard,64,A,20160718,300,104792,2,,Gael Monfils,R,193,FRA,29.8,103333,13,,Ivo Karlovic,R,208,CRO,37.3,5-7 7-6(6) 6-4,3,F,133,16,7,106,72,56,19,17,2,4,28,4,105,64,54,23,17,7,9,17,2030,35,1235
2018-M035,Washington,Hard,64,A,20180730,300,100644,1,,Alexander Zverev,R,198,GER,21.2,200282,,,Alex De Minaur,R,183,AUS,19.4,6-2 6-4,3,F,74,6,4,48,29,26,11,9,0,0,0,2,58,28,18,15,9,8,11,3,5665,72,803
